Location,Period,Sexes,Alcohol,Tobacco,Suicide
Nauru,2015,Female,1.26,55.6,NA
Nauru,2010,Both sexes,5.73,59.5,NA
Nauru,2010,Male,9.55,57.5,NA
Nauru,2010,Female,1.95,61.6,NA
Nauru,2005,Both sexes,3.4,65,NA
Nauru,2005,Male,5.68,61.7,NA
Nauru,2005,Female,1.16,68.3,NA
Nauru,2000,Both sexes,6.04,71,NA
Nauru,2000,Male,10.07,66.4,NA
Nauru,2000,Female,2.11,75.5,NA
Nepal,2018,Both sexes,2.05,31.9,NA
Nepal,2018,Male,3.49,48.6,NA
Nepal,2018,Female,0.76,15.3,NA
Nepal,2015,Both sexes,2.05,35.7,9.1
Nepal,2015,Male,3.5,52.2,10
Nepal,2015,Female,0.76,19.2,8.3
Nepal,2010,Both sexes,1.94,43.4,10.5
Nepal,2010,Male,3.3,58.9,10.7
Nepal,2010,Female,0.71,27.9,10.2
Nepal,2005,Both sexes,1.95,53.4,12.5
Nepal,2005,Male,3.27,66.3,13
Nepal,2005,Female,0.69,40.5,12
Nepal,2000,Both sexes,1.12,64.2,15.4
Nepal,2000,Male,1.88,73.9,16.8
Nepal,2000,Female,0.4,54.5,14
Netherlands,2018,Both sexes,9.61,23.4,NA
Netherlands,2018,Male,14.83,25.6,NA
Netherlands,2018,Female,4.51,21.3,NA
Netherlands,2015,Both sexes,9.55,24.7,12.5
Netherlands,2015,Male,14.75,27,16
Netherlands,2015,Female,4.48,22.4,9
Netherlands,2010,Both sexes,10.21,27,10
Netherlands,2010,Male,15.73,29.4,14
Netherlands,2010,Female,4.84,24.7,6
Netherlands,2005,Both sexes,10.71,29.5,9.9
Netherlands,2005,Male,16.51,32,13.5
Netherlands,2005,Female,5.09,27,6.4
Netherlands,2000,Both sexes,11.08,32.2,9.8
Netherlands,2000,Male,17.09,34.8,13.1
Netherlands,2000,Female,5.27,29.6,6.5
New Zealand,2018,Both sexes,10.63,14.8,NA
New Zealand,2018,Male,16.36,16.1,NA
New Zealand,2018,Female,5.19,13.5,NA
New Zealand,2015,Both sexes,10.44,16.6,12.1
New Zealand,2015,Male,16.09,17.8,17.9
New Zealand,2015,Female,5.09,15.4,6.6
New Zealand,2010,Both sexes,11.32,20.1,13
New Zealand,2010,Male,17.47,21.2,18.6
New Zealand,2010,Female,5.52,19,7.5
New Zealand,2005,Both sexes,10.92,24.4,13.3
New Zealand,2005,Male,16.91,25.1,19.7
New Zealand,2005,Female,5.32,23.8,7.1
New Zealand,2000,Both sexes,10.42,29.6,12.9
New Zealand,2000,Male,16.19,29.7,21.2
New Zealand,2000,Female,5,29.6,5
Nicaragua,2018,Both sexes,5.18,NA,NA
Nicaragua,2018,Male,8.48,NA,NA
Nicaragua,2018,Female,2.07,NA,NA
Nicaragua,2015,Both sexes,5.03,NA,12.2
Nicaragua,2015,Male,8.24,NA,19.3
Nicaragua,2015,Female,2.02,NA,5.4
Nicaragua,2010,Both sexes,4.79,NA,12.5
Nicaragua,2010,Male,7.84,NA,19.3
Nicaragua,2010,Female,1.94,NA,5.9
Nicaragua,2005,Both sexes,5.3,NA,14.4
Nicaragua,2005,Male,8.66,NA,21.8
Nicaragua,2005,Female,2.16,NA,7.1
Nicaragua,2000,Both sexes,5.05,NA,17.2
Nicaragua,2000,Male,8.24,NA,26.2
Nicaragua,2000,Female,2.07,NA,8.4
Niger,2018,Both sexes,0.67,8.6,NA
Niger,2018,Male,1.16,16.3,NA
Niger,2018,Female,0.2,0.8,NA
Niger,2015,Both sexes,0.55,8.4,4.7
Niger,2015,Male,0.95,15.9,6
Niger,2015,Female,0.16,1,3.3
Niger,2010,Both sexes,0.31,8.1,4.9
Niger,2010,Male,0.55,15,6.1
Niger,2010,Female,0.09,1.3,3.6
Niger,2005,Both sexes,0.25,8,4.9
Niger,2005,Male,0.44,14.3,6.1
Niger,2005,Female,0.072,1.7,3.7
Niger,2000,Both sexes,0.23,7.9,4.6
Niger,2000,Male,0.41,13.6,5.6
Niger,2000,Female,0.066,2.2,3.5
Nigeria,2018,Both sexes,10.84,4.8,NA
Nigeria,2018,Male,17.24,9,NA
Nigeria,2018,Female,4.37,0.5,NA
Nigeria,2015,Both sexes,10.81,5.1,9.6
Nigeria,2015,Male,17.2,9.5,9.7
Nigeria,2015,Female,4.33,0.6,9.5
Nigeria,2010,Both sexes,11.72,5.7,10
Nigeria,2010,Male,18.79,10.5,9
Nigeria,2010,Female,4.59,0.9,10.9
Nigeria,2005,Both sexes,12.51,6.4,9.6
Nigeria,2005,Male,20.03,11.6,9.2
Nigeria,2005,Female,4.93,1.2,10.1
Nigeria,2000,Both sexes,12.5,7.3,10.2
Nigeria,2000,Male,20.11,12.9,9.3
Nigeria,2000,Female,4.87,1.7,11
Niue,2018,Both sexes,10.68,NA,NA
Niue,2018,Male,17.03,NA,NA
Niue,2018,Female,4.2,NA,NA
Niue,2015,Both sexes,10.28,NA,NA
Niue,2015,Male,16.37,NA,NA
Niue,2015,Female,4.04,NA,NA
Niue,2010,Both sexes,7.39,NA,NA
Niue,2010,Male,11.82,NA,NA
Niue,2010,Female,2.86,NA,NA
Niue,2005,Both sexes,8.11,NA,NA
Niue,2005,Male,13.03,NA,NA
Niue,2005,Female,3.04,NA,NA
Niue,2000,Both sexes,8.54,NA,NA
Niue,2000,Male,13.72,NA,NA
Niue,2000,Female,3.12,NA,NA
Norway,2018,Both sexes,7.41,18.4,NA
Norway,2018,Male,11.2,19.1,NA
Norway,2018,Female,3.58,17.7,NA
Norway,2015,Both sexes,7.52,21.2,12.4
Norway,2015,Male,11.38,21.9,15.6
Norway,2015,Female,3.63,20.6,9.1
Norway,2010,Both sexes,8.94,26.8,12.6
Norway,2010,Male,13.59,27.6,16.5
Norway,2010,Female,4.35,26.1,8.6
Norway,2005,Both sexes,8.87,34,12.7
Norway,2005,Male,13.55,34.9,16.5
Norway,2005,Female,4.33,33.1,8.9
Norway,2000,Both sexes,7.95,43,13.3
Norway,2000,Male,12.18,44,19.5
Norway,2000,Female,3.87,42,7.1
Oman,2018,Both sexes,0.78,9.6,NA
Oman,2018,Male,1.04,18.5,NA
Oman,2018,Female,0.19,0.7,NA
Oman,2015,Both sexes,0.77,9.6,4.1
Oman,2015,Male,1.03,18.4,5.9
Oman,2015,Female,0.19,0.8,0.8
Oman,2010,Both sexes,0.73,9.6,3.7
Oman,2010,Male,1.03,18.2,5.5
Oman,2010,Female,0.21,0.9,0.8
Oman,2005,Both sexes,1.56,9.5,3.4
Oman,2005,Male,2.33,18,5.3
Oman,2005,Female,0.44,1,0.9
Oman,2000,Both sexes,6.56,9.5,4.3
Oman,2000,Male,9.84,17.9,6.6
Oman,2000,Female,1.87,1.2,1.2
Pakistan,2018,Both sexes,0.34,20,NA
Pakistan,2018,Male,0.57,33.6,NA
Pakistan,2018,Female,0.11,6.4,NA
Pakistan,2015,Both sexes,0.29,22.3,2.9
Pakistan,2015,Male,0.48,36.7,2.8
Pakistan,2015,Female,0.088,7.9,3.1
Pakistan,2010,Both sexes,0.19,27.1,3.1
Pakistan,2010,Male,0.31,42.9,2.8
Pakistan,2010,Female,0.057,11.4,3.4
Pakistan,2005,Both sexes,0.16,33.3,3.5
Pakistan,2005,Male,0.26,50.2,3
Pakistan,2005,Female,0.048,16.5,4.1
Pakistan,2000,Both sexes,0.085,41.5,3.4
Pakistan,2000,Male,0.14,58.9,2.9
Pakistan,2000,Female,0.026,24.1,4
Panama,2018,Both sexes,7.98,6.9,NA
Panama,2018,Male,12.57,11.1,NA
Panama,2018,Female,3.44,2.7,NA
Panama,2015,Both sexes,7.71,7.9,3.9
Panama,2015,Male,12.14,12.8,6.5
Panama,2015,Female,3.31,3.1,1.3
Panama,2010,Both sexes,6.84,10.1,5.1
Panama,2010,Male,10.83,16.4,8.6
Panama,2010,Female,2.86,3.9,1.5
Panama,2005,Both sexes,5.49,13,6.3
Panama,2005,Male,8.73,21.2,10.7
Panama,2005,Female,2.24,4.9,1.8
Panama,2000,Both sexes,5.48,16.9,6
Panama,2000,Male,8.73,27.7,10.4
Panama,2000,Female,2.23,6.2,1.6
Papua New Guinea,2018,Both sexes,1.39,NA,NA
Papua New Guinea,2018,Male,2.3,NA,NA
Papua New Guinea,2018,Female,0.47,NA,NA
Papua New Guinea,2015,Both sexes,1.39,NA,6
Papua New Guinea,2015,Male,2.3,NA,8.5
Papua New Guinea,2015,Female,0.47,NA,3.4
Papua New Guinea,2010,Both sexes,1.67,NA,5.4
Papua New Guinea,2010,Male,2.76,NA,7.6
Papua New Guinea,2010,Female,0.56,NA,3.2
Papua New Guinea,2005,Both sexes,1.6,NA,5.8
Papua New Guinea,2005,Male,2.65,NA,8.1
Papua New Guinea,2005,Female,0.54,NA,3.4
Papua New Guinea,2000,Both sexes,1.79,NA,7.1
Papua New Guinea,2000,Male,2.96,NA,9.8
Papua New Guinea,2000,Female,0.61,NA,4.3
Paraguay,2018,Both sexes,7.58,12.8,NA
Paraguay,2018,Male,11.86,20.8,NA
Paraguay,2018,Female,3.18,4.7,NA
Paraguay,2015,Both sexes,7.26,14.6,9.9
Paraguay,2015,Male,11.36,23.5,13
Paraguay,2015,Female,3.05,5.8,6.6
Paraguay,2010,Both sexes,7.58,18.5,9.3
Paraguay,2010,Male,11.87,29.1,12.2
Paraguay,2010,Female,3.19,7.9,6.3
Paraguay,2005,Both sexes,6.66,23.4,10.1
Paraguay,2005,Male,10.45,35.9,13.3
Paraguay,2005,Female,2.79,10.8,6.8
Paraguay,2000,Both sexes,6.38,29.8,10.1
Paraguay,2000,Male,10.01,44.5,13.9
Paraguay,2000,Female,2.68,15,6.3
Peru,2018,Both sexes,6.38,9.6,NA
Peru,2018,Male,9.77,15.6,NA
Peru,2018,Female,3.06,3.6,NA
Peru,2015,Both sexes,6.63,11.7,4.9
Peru,2015,Male,10.15,19,7.2
Peru,2015,Female,3.18,4.4,2.7
Peru,2010,Both sexes,7.69,16.6,4.6
Peru,2010,Male,11.78,26.8,6.7
Peru,2010,Female,3.68,6.5,2.5
Peru,2005,Both sexes,6.99,23.8,4.6
Peru,2005,Male,10.74,38.1,6.6
Peru,2005,Female,3.32,9.5,2.6
Peru,2000,Both sexes,6.54,33.9,5.1
Peru,2000,Male,10.04,54,7.3
Peru,2000,Female,3.1,13.9,2.9
Philippines,2018,Both sexes,6.86,24.3,NA
Philippines,2018,Male,10.95,41.6,NA
Philippines,2018,Female,2.8,7,NA
Philippines,2015,Both sexes,6.7,25.8,3.2
Philippines,2015,Male,10.68,43.8,4.5
Philippines,2015,Female,2.73,7.8,2
Philippines,2010,Both sexes,6.98,28.6,3.3
Philippines,2010,Male,11.14,47.8,4.7
Philippines,2010,Female,2.82,9.3,1.9
Philippines,2005,Both sexes,5.67,31.7,2.6
Philippines,2005,Male,9.08,52.2,3.7
Philippines,2005,Female,2.3,11.1,1.5
Philippines,2000,Both sexes,6.06,35.3,2.5
Philippines,2000,Male,9.69,57.3,3.5
Philippines,2000,Female,2.46,13.2,1.6
Poland,2018,Both sexes,11.71,26,NA
Poland,2018,Male,18.41,30.3,NA
Poland,2018,Female,5.58,21.6,NA
Poland,2015,Both sexes,11.63,28.1,15.8
Poland,2015,Male,18.28,32.8,28.4
Poland,2015,Female,5.54,23.4,4.1
Poland,2010,Both sexes,11.21,31.6,18.6
Poland,2010,Male,17.63,36.5,33.4
Poland,2010,Female,5.33,26.7,4.8
Poland,2005,Both sexes,10.6,35.8,17.7
Poland,2005,Male,16.74,41.1,31.1
Poland,2005,Female,4.97,30.4,5.2
Poland,2000,Both sexes,9.17,40.8,16.9
Poland,2000,Male,14.55,46.5,29
Poland,2000,Female,4.22,35.1,5.5
Portugal,2018,Both sexes,12.03,27.9,NA
Portugal,2018,Male,19.41,33.3,NA
Portugal,2018,Female,5.56,22.4,NA
Portugal,2015,Both sexes,11.88,27.3,13.8
Portugal,2015,Male,19.17,33.6,22
Portugal,2015,Female,5.48,20.9,6.4
Portugal,2010,Both sexes,12.51,26.4,13.5
Portugal,2010,Male,19.9,34.1,21.1
Portugal,2010,Female,5.88,18.7,6.6
Portugal,2005,Both sexes,13.37,25.8,11.1
Portugal,2005,Male,20.96,34.8,17.4
Portugal,2005,Female,6.41,16.8,5.2
Portugal,2000,Both sexes,14.08,25.3,7.5
Portugal,2000,Male,22.06,35.6,12.2
Portugal,2000,Female,6.8,15,3
Qatar,2018,Both sexes,1.59,14,NA
Qatar,2018,Male,1.91,26.7,NA
Qatar,2018,Female,0.4,1.3,NA
Qatar,2015,Both sexes,1.62,14.2,6.5
Qatar,2015,Male,1.94,26.9,8.3
Qatar,2015,Female,0.4,1.5,0.9
Qatar,2010,Both sexes,1.69,14.5,6.1
Qatar,2010,Male,2.02,27.4,7.7
Qatar,2010,Female,0.39,1.7,0.9
Qatar,2005,Both sexes,1.67,15,3.2
Qatar,2005,Male,2.16,28,4.4
Qatar,2005,Female,0.42,2.1,0.8
Qatar,2000,Both sexes,1.15,15.6,3.4
Qatar,2000,Male,1.52,28.7,4.7
Qatar,2000,Female,0.3,2.5,1.1
Republic of Korea,2018,Both sexes,9.7,22,NA
Republic of Korea,2018,Male,14.65,38.2,NA
Republic of Korea,2018,Female,4.8,5.9,NA
Republic of Korea,2015,Both sexes,10.04,23.8,28.3
Republic of Korea,2015,Male,15.16,41.6,39.9
Republic of Korea,2015,Female,4.97,6.1,16.5
Republic of Korea,2010,Both sexes,9.97,26.9,34.1
Republic of Korea,2010,Male,15.07,47.4,45.1
Republic of Korea,2010,Female,4.93,6.3,23.1
Republic of Korea,2005,Both sexes,10.58,30.7,26.8
Republic of Korea,2005,Male,16.02,54.7,35.7
Republic of Korea,2005,Female,5.24,6.7,17.8
Republic of Korea,2000,Both sexes,12.31,35,14.8
Republic of Korea,2000,Male,18.59,63,20.3
Republic of Korea,2000,Female,6.16,7,9.3
Republic of Moldova,2018,Both sexes,11.43,25.3,NA
Republic of Moldova,2018,Male,18.29,44.6,NA
Republic of Moldova,2018,Female,5.27,6,NA
Republic of Moldova,2015,Both sexes,11.87,25,16.4
Republic of Moldova,2015,Male,18.92,44.2,28.5
Republic of Moldova,2015,Female,5.53,5.9,5.2
Republic of Moldova,2010,Both sexes,15.54,24.8,20.9
Republic of Moldova,2010,Male,24.36,44,37
Republic of Moldova,2010,Female,7.57,5.7,5.9
Republic of Moldova,2005,Both sexes,19.95,24.6,19.2
Republic of Moldova,2005,Male,30.74,43.8,33.8
Republic of Moldova,2005,Female,10.34,5.5,5.8
Republic of Moldova,2000,Both sexes,13.89,24.5,16.4
Republic of Moldova,2000,Male,21.53,43.6,29.4
Republic of Moldova,2000,Female,7.14,5.4,4.5
The former Yugoslav Republic of Macedonia,2018,Both sexes,6.16,NA,NA
The former Yugoslav Republic of Macedonia,2018,Male,9.93,NA,NA
The former Yugoslav Republic of Macedonia,2018,Female,2.44,NA,NA
The former Yugoslav Republic of Macedonia,2015,Both sexes,5.93,NA,7.8
The former Yugoslav Republic of Macedonia,2015,Male,9.54,NA,11.7
The former Yugoslav Republic of Macedonia,2015,Female,2.36,NA,3.9
The former Yugoslav Republic of Macedonia,2010,Both sexes,5.93,NA,5.9
The former Yugoslav Republic of Macedonia,2010,Male,9.53,NA,8.4
The former Yugoslav Republic of Macedonia,2010,Female,2.38,NA,3.4
The former Yugoslav Republic of Macedonia,2005,Both sexes,7.03,NA,7.2
The former Yugoslav Republic of Macedonia,2005,Male,11.28,NA,10.4
The former Yugoslav Republic of Macedonia,2005,Female,2.84,NA,4
The former Yugoslav Republic of Macedonia,2000,Both sexes,7.31,NA,7.7
The former Yugoslav Republic of Macedonia,2000,Male,11.69,NA,10.7
The former Yugoslav Republic of Macedonia,2000,Female,2.98,NA,4.6
Romania,2018,Both sexes,11.74,25.5,NA
Romania,2018,Male,18.57,35.2,NA
Romania,2018,Female,5.45,15.8,NA
Romania,2015,Both sexes,11.64,27.5,11.6
Romania,2015,Male,18.37,37.4,20.3
Romania,2015,Female,5.45,17.6,3.5
Romania,2010,Both sexes,13.97,31.6,14
Romania,2010,Male,21.78,41.8,23.9
Romania,2010,Female,6.75,21.4,4.8
Romania,2005,Both sexes,15.84,36.3,12.5
Romania,2005,Male,24.66,46.9,20.9
Romania,2005,Female,7.62,25.8,4.4
Romania,2000,Both sexes,17.45,42,13.2
Romania,2000,Male,27.13,52.4,22.1
Romania,2000,Female,8.39,31.5,4.8
Russian Federation,2018,Both sexes,11.19,28.3,NA
Russian Federation,2018,Male,19.12,40.9,NA
Russian Federation,2018,Female,4.58,15.7,NA
Russian Federation,2015,Both sexes,12.47,29,32.1
Russian Federation,2015,Male,21.28,42.9,57.8
Russian Federation,2015,Female,5.12,15.1,9.9
Russian Federation,2010,Both sexes,15.87,30.6,40
Russian Federation,2010,Male,26.54,46.8,71.7
Russian Federation,2010,Female,6.96,14.3,12.5
Russian Federation,2005,Both sexes,17.36,32.2,51.6
Russian Federation,2005,Male,28.52,50.7,92.5
Russian Federation,2005,Female,7.97,13.6,16
Russian Federation,2000,Both sexes,15.73,34.2,52.6
Russian Federation,2000,Male,26.2,55.5,93.5
Russian Federation,2000,Female,6.88,12.9,16.5
Rwanda,2018,Both sexes,8.95,13.3,NA
Rwanda,2018,Male,14.75,19.7,NA
Rwanda,2018,Female,3.51,6.9,NA
Rwanda,2015,Both sexes,9.26,14.2,6.8
Rwanda,2015,Male,15.24,20.8,9.7
Rwanda,2015,Female,3.64,7.5,3.9
Rwanda,2010,Both sexes,10.27,15.9,7.5
Rwanda,2010,Male,16.84,23.1,10.7
Rwanda,2010,Female,4.12,8.6,4.5
Rwanda,2005,Both sexes,13,17.9,10.9
Rwanda,2005,Male,21.04,25.7,14
Rwanda,2005,Female,5.48,10.1,7.9
Rwanda,2000,Both sexes,13.73,20.2,15.6
Rwanda,2000,Male,22.14,28.6,19
Rwanda,2000,Female,5.94,11.7,12.4
Saint Kitts and Nevis,2018,Both sexes,8.94,NA,NA
Saint Kitts and Nevis,2018,Male,14.14,NA,NA
Saint Kitts and Nevis,2018,Female,3.95,NA,NA
Saint Kitts and Nevis,2015,Both sexes,8.88,NA,NA
Saint Kitts and Nevis,2015,Male,14.04,NA,NA
Saint Kitts and Nevis,2015,Female,3.92,NA,NA
Saint Kitts and Nevis,2010,Both sexes,9.45,NA,NA
Saint Kitts and Nevis,2010,Male,14.9,NA,NA
Saint Kitts and Nevis,2010,Female,4.21,NA,NA
Saint Kitts and Nevis,2005,Both sexes,11.53,NA,NA
Saint Kitts and Nevis,2005,Male,18.11,NA,NA
Saint Kitts and Nevis,2005,Female,5.2,NA,NA
Saint Kitts and Nevis,2000,Both sexes,9.51,NA,NA
Saint Kitts and Nevis,2000,Male,15.01,NA,NA
Saint Kitts and Nevis,2000,Female,4.21,NA,NA
Saint Lucia,2018,Both sexes,10.6,NA,NA
Saint Lucia,2018,Male,17.16,NA,NA
Saint Lucia,2018,Female,4.39,NA,NA
Saint Lucia,2015,Both sexes,9.97,NA,7.8
Saint Lucia,2015,Male,16.13,NA,13.6
Saint Lucia,2015,Female,4.13,NA,2.2
Saint Lucia,2010,Both sexes,9.69,NA,6.1
Saint Lucia,2010,Male,15.62,NA,10.8
Saint Lucia,2010,Female,4.06,NA,1.6
Saint Lucia,2005,Both sexes,11.62,NA,3
Saint Lucia,2005,Male,18.67,NA,6.1
Saint Lucia,2005,Female,5,NA,0
Saint Lucia,2000,Both sexes,11.8,NA,6.4
Saint Lucia,2000,Male,19,NA,10.9
Saint Lucia,2000,Female,5.03,NA,2.1
Saint Vincent and the Grenadines,2018,Both sexes,9.06,NA,NA
Saint Vincent and the Grenadines,2018,Male,14.38,NA,NA
Saint Vincent and the Grenadines,2018,Female,3.65,NA,NA
Saint Vincent and the Grenadines,2015,Both sexes,8.46,NA,2.7
Saint Vincent and the Grenadines,2015,Male,13.43,NA,4.4
Saint Vincent and the Grenadines,2015,Female,3.41,NA,1
Saint Vincent and the Grenadines,2010,Both sexes,7.03,NA,3.3
Saint Vincent and the Grenadines,2010,Male,11.15,NA,6
Saint Vincent and the Grenadines,2010,Female,2.83,NA,0.6
Saint Vincent and the Grenadines,2005,Both sexes,5.99,NA,9.9
Saint Vincent and the Grenadines,2005,Male,9.5,NA,16.7
Saint Vincent and the Grenadines,2005,Female,2.4,NA,2.9
Saint Vincent and the Grenadines,2000,Both sexes,5.01,NA,6.3
Saint Vincent and the Grenadines,2000,Male,7.97,NA,11.5
Saint Vincent and the Grenadines,2000,Female,2,NA,0.9
Samoa,2018,Both sexes,2.66,28.9,NA
Samoa,2018,Male,4.33,40.8,NA
Samoa,2018,Female,0.88,16.9,NA
Samoa,2015,Both sexes,2.59,30.5,4.5
Samoa,2015,Male,4.21,43,6.8
Samoa,2015,Female,0.86,17.9,1.9
Samoa,2010,Both sexes,2.97,33.5,5
Samoa,2010,Male,4.84,47.4,7.8
Samoa,2010,Female,0.98,19.7,2.1
Samoa,2005,Both sexes,4.2,37.2,6.5
Samoa,2005,Male,6.83,52.5,10
Samoa,2005,Female,1.39,21.8,2.7
Samoa,2000,Both sexes,3.79,41.3,8.3
Samoa,2000,Male,6.15,58.5,12.6
Samoa,2000,Female,1.26,24.1,3.6
Sao Tome and Principe,2018,Both sexes,5.88,5.4,NA
Sao Tome and Principe,2018,Male,9.3,9.5,NA
Sao Tome and Principe,2018,Female,2.55,1.4,NA
Sao Tome and Principe,2015,Both sexes,7.19,5.5,2.3
Sao Tome and Principe,2015,Male,11.37,9.4,3
Sao Tome and Principe,2015,Female,3.11,1.6,1.5
Sao Tome and Principe,2010,Both sexes,8.34,5.7,2
Sao Tome and Principe,2010,Male,13.17,9.3,2.7
Sao Tome and Principe,2010,Female,3.65,2.1,1.4
Sao Tome and Principe,2005,Both sexes,8.72,6,1.8
Sao Tome and Principe,2005,Male,13.77,9.2,2.4
Sao Tome and Principe,2005,Female,3.84,2.8,1.2
Sao Tome and Principe,2000,Both sexes,8.2,6.4,2
Sao Tome and Principe,2000,Male,12.97,9.2,2.7
Sao Tome and Principe,2000,Female,3.61,3.6,1.3
Saudi Arabia,2018,Both sexes,0.19,16.6,NA
Saudi Arabia,2018,Male,0.29,31.2,NA
Saudi Arabia,2018,Female,0.042,2,NA
Saudi Arabia,2015,Both sexes,0.2,16.6,3.2
Saudi Arabia,2015,Male,0.31,30.8,4.4
Saudi Arabia,2015,Female,0.045,2.3,1.5
Saudi Arabia,2010,Both sexes,0.17,16.6,3.4
Saudi Arabia,2010,Male,0.26,30.4,5
Saudi Arabia,2010,Female,0.038,2.9,1.4
Saudi Arabia,2005,Both sexes,0.17,16.9,3
Saudi Arabia,2005,Male,0.26,30.1,4.4
Saudi Arabia,2005,Female,0.037,3.7,1.2
Saudi Arabia,2000,Both sexes,0.18,17.2,2.8
Saudi Arabia,2000,Male,0.29,29.7,4.2
Saudi Arabia,2000,Female,0.041,4.7,1.1
Senegal,2018,Both sexes,0.76,9.1,NA
Senegal,2018,Male,1.35,17.4,NA
Senegal,2018,Female,0.23,0.7,NA
Senegal,2015,Both sexes,0.73,9.8,6.2
Senegal,2015,Male,1.28,18.7,9.6
Senegal,2015,Female,0.22,0.9,3
Senegal,2010,Both sexes,0.6,11.2,6.9
Senegal,2010,Male,1.05,21.2,10.4
Senegal,2010,Female,0.18,1.2,3.6
Senegal,2005,Both sexes,0.85,12.8,8.1
Senegal,2005,Male,1.49,23.9,12
Senegal,2005,Female,0.26,1.6,4.3
Senegal,2000,Both sexes,0.96,14.7,7.7
Senegal,2000,Male,1.68,27.3,11.4
Senegal,2000,Female,0.29,2.2,4.1
Serbia,2018,Both sexes,8.75,40.6,NA
Serbia,2018,Male,13.93,40,NA
Serbia,2018,Female,3.89,41.2,NA
Serbia,2015,Both sexes,8.7,41.3,15
Serbia,2015,Male,13.84,41.6,22.3
Serbia,2015,Female,3.87,41,8.1
Serbia,2010,Both sexes,11.69,42.7,15.9
Serbia,2010,Male,18.56,45.1,23.9
Serbia,2010,Female,5.24,40.4,8.2
Seychelles,2018,Both sexes,20.5,21.1,NA
Seychelles,2018,Male,31.96,35.3,NA
Seychelles,2018,Female,9.51,6.9,NA
Seychelles,2015,Both sexes,18.35,21.7,9.4
Seychelles,2015,Male,28.57,36.3,16.5
Seychelles,2015,Female,8.39,7.1,2.5
Seychelles,2010,Both sexes,10.19,22.9,9.4
Seychelles,2010,Male,15.59,38.1,15.9
Seychelles,2010,Female,4.44,7.6,2.5
Seychelles,2005,Both sexes,6.13,24.4,9.1
Seychelles,2005,Male,9.6,40.7,15.8
Seychelles,2005,Female,2.72,8.2,2.5
Seychelles,2000,Both sexes,7.62,25.7,8.7
Seychelles,2000,Male,11.96,42.7,15
Seychelles,2000,Female,3.42,8.7,2.5
Sierra Leone,2018,Both sexes,5.7,19.8,NA
Sierra Leone,2018,Male,9.93,31,NA
Sierra Leone,2018,Female,1.61,8.5,NA
Sierra Leone,2015,Both sexes,5.63,21.8,9.3
Sierra Leone,2015,Male,9.81,33.5,10.8
Sierra Leone,2015,Female,1.59,10.1,7.9
Sierra Leone,2010,Both sexes,5.83,25.7,9.2
Sierra Leone,2010,Male,10.16,38,10.8
Sierra Leone,2010,Female,1.65,13.5,7.7
Sierra Leone,2005,Both sexes,5.57,30.7,10.4
Sierra Leone,2005,Male,9.61,43.3,12.7
Sierra Leone,2005,Female,1.67,18.1,8.2
Sierra Leone,2000,Both sexes,5.8,37,11.1
Sierra Leone,2000,Male,9.91,49.7,13.2
Sierra Leone,2000,Female,1.83,24.4,9.1
Singapore,2018,Both sexes,2.03,16.5,NA
Singapore,2018,Male,3.06,27.8,NA
Singapore,2018,Female,1.04,5.1,NA
Singapore,2015,Both sexes,2.07,16.5,9
Singapore,2015,Male,3.11,27.8,12.1
Singapore,2015,Female,1.07,5.2,6.1
Singapore,2010,Both sexes,2.19,16.5,10
Singapore,2010,Male,3.28,27.7,13
Singapore,2010,Female,1.13,5.3,7
Singapore,2005,Both sexes,1.78,16.6,11.6
Singapore,2005,Male,2.67,27.6,15.7
Singapore,2005,Female,0.93,5.5,7.6
Singapore,2000,Both sexes,2.49,16.6,12.4
Singapore,2000,Male,3.73,27.4,16.2
Singapore,2000,Female,1.28,5.7,8.7
Slovakia,2018,Both sexes,11.14,32.3,NA
Slovakia,2018,Male,17.37,38.6,NA
Slovakia,2018,Female,5.35,26,NA
Slovakia,2015,Both sexes,11.53,32,12.8
Slovakia,2015,Male,17.97,39.2,22.6
Slovakia,2015,Female,5.55,24.9,3.5
Slovakia,2010,Both sexes,12,31.9,13.9
Slovakia,2010,Male,18.71,40.5,24.4
Slovakia,2010,Female,5.81,23.3,3.9
Slovakia,2005,Both sexes,12.06,32,13.8
Slovakia,2005,Male,18.9,42,24.3
Slovakia,2005,Female,5.77,21.9,3.9
Slovakia,2000,Both sexes,12.47,32.1,14.4
Slovakia,2000,Male,19.59,43.6,24.2
Slovakia,2000,Female,5.92,20.6,5.1
Slovenia,2018,Both sexes,11.9,22.7,NA
Slovenia,2018,Male,18.36,25.1,NA
Slovenia,2018,Female,5.6,20.3,NA
Slovenia,2015,Both sexes,12.74,23.1,21
Slovenia,2015,Male,19.65,25.4,33.3
Slovenia,2015,Female,6.01,20.8,8.9
Slovenia,2010,Both sexes,11.54,23.8,20.7
Slovenia,2010,Male,17.84,25.9,34
Slovenia,2010,Female,5.46,21.6,7.6
Slovenia,2005,Both sexes,12.3,24.6,27.1
Slovenia,2005,Male,19.09,26.6,42.9
Slovenia,2005,Female,5.91,22.5,12
Slovenia,2000,Both sexes,12.6,25.3,32.4
Slovenia,2000,Male,19.59,27,48
Slovenia,2000,Female,6.04,23.5,17.6
Solomon Islands,2018,Both sexes,1.83,37.9,NA
Solomon Islands,2018,Male,3.02,55.9,NA
Solomon Islands,2018,Female,0.63,19.9,NA
